LSLANR;LSLORT;LSTENR;TEBEZ1;TEBEZ2;LSLGBE;TEPDIM;TEINPR;WERT;TEWKSF
F5;KM_034;3FC0303450424;Zuschnitt   X    07BLGR112;105112.03,107397.01;25;3;0;0;
F5;KM_034;3FC0303450431;Zuschnitt   B    03RTGN211;105974.04,107396.01;25;3;0;0;
F5;KM_034;3FC0303450432;Zuschnitt        03RTBL211;105111.03,906843.01;23;3;5,44;0,1251;
F5;KM_034;3FC0303450433;Zuschnitt  T    K03BR00208;105111.03,15.00;48;3;4,52;0,217;
F5;KM_034;3FC0303450447;Zuschnitt        07RTGN112;105112.03,107397.01;23;3;5,26;0,121;
F5;36O1-4;3FC0303450450;Zuschnitt        03BLWS214;107396.01,105974.08;142;3;7,94;1,1275;
F5;;3FC0303450453;Zuschnitt        07GNGE213;105112.04,907326.01;24;3;17,04;0,409;
F5;KM_034;3FC0303450454;Zuschnitt        05RTBL208;105112.03,105112.03;23;3;4,59;0,1056;
F5;KM_034;3FC0303450455;Zuschnitt   B    03BLRT115;105111.04,107396.01;26;3;6,91;0,1797;
F5;14O2-3;3FC0303450463;Zuschnitt        07GNGE205;105112.04,907326.01;377;3;11,05;4,1659;
F5;32O6-4;3FC0303450464;Zuschnitt B      03BLRT132;107396.01,105111.04;171;3;7,87;1,3458;
F5;KM_034;3FC0303450471;Zuschnitt        05GNGE277;907326.01,105112.04;25;3;0;0;
F5;KM_034;3FC0303450472;Zuschnitt  B     07BRBL259;105112.04,107397.01;25;3;0;0;
F5;32O5-4;3FC0303450473;Zuschnitt        07GNGE214;907326.01,105112.04;19;3;0;0;
F5;42O2-2;3FC0303450474;Zuschnitt        40RTGR061;906966.01,103193.01;94;3;0;0;
F5;42O2-4;3FC0305650003;Zuschnitt        10RTSW144;907326.01,103189.01;708;3;10,48;7,4198;
F5;42O1-1;3FC0305650004;Zuschnitt        10RTSW440;907326.01,103189.01;348;3;25,5;8,874;
F5;40O7-1;3FC0305650016;Zuschnitt        10RTSW467;907326.01,103189.01;408;3;26,87;10,963;
F5;42O7-4;3FC0305650017;Zuschnitt        10RTSW169;907326.01,103189.01;293;3;11,74;3,4398;
F5;42O3-4;3FC0305650027;Zuschnitt        10RTSW150;907326.01,103189.01;626;3;10,78;6,7483;
F5;27O7-1;3FC0305650029;Zuschnitt        10RTSW463;907326.01,103189.01;224;3;10,98;2,4595;
F5;42O4-2;3FC0305650031;Zuschnitt       K40RT00047;906966.01,15.00;100;3;0;0;
F5;06O2-2;3FC0305950001;Zuschnitt        10RTGN029;105114.03,107766.04;589;3;7,08;4,1701;
F5;06O2-3;3FC0305950002;Zuschnitt        10GNGE023;105114.03,107766.04;624;3;6,77;4,2245;
F5;06O3-2;3FC0305950003;Zuschnitt B      03GERT026;107396.01,105974.04;962;3;5,52;5,3102;
F5;06O4-2;3FC0305950004;Zuschnitt B      03WSBL026;107396.01,105974.04;1098;3;5,52;6,061;
F5;05O7-4;3FC0305950007;Zuschnitt        05BLGN061;107397.01,103189.02;268;3;4,7;1,2596;
F5;06O2-4;3FC0305950008;Zuschnitt        05BRGR061;107397.01,103189.02;363;3;4,7;1,7061;
F5;06O3-3;3FC0305950009;Zuschnitt        10GNBL024;105114.03,107766.04;613;3;6,82;4,1807;
F5;06O5-2;3FC0305950013;Zuschnitt        10RTBL028;105114.03,107766.04;600;3;7,03;4,218;
F5;06O6-2;3FC0305950014;Zuschnitt B      03GRBL026;107396.01,105974.04;606;3;5,52;3,3451;
F5;KM_059;3FC0305950030;Zuschnitt        03WSRT071;107396.01,105974.02;18;3;3,65;0,0657;
F5;21O3-4;3FC0305950056;Zuschnitt        05BLGN061;107397.01,103189.02;442;3;4,7;2,0774;
F5;35O6-4;3FC0305950061;Zuschnitt        05BLGN066;107397.01,103189.02;148;3;4,83;0,7148;
F5;33O6-2;3FC0305950062;Zuschnitt        10GNBL036;107766.04,105114.03;228;3;7,89;1,7989;
F5;26O7-2;3FC0305950063;Zuschnitt        10RTBL036;107766.04,105114.03;238;3;7,89;1,8778;
F5;36O3-2;3FC0305950065;Zuschnitt        10RTGN036;107766.04,105114.03;225;3;7,89;1,7753;
F5;37O6-2;3FC0305950066;Zuschnitt        10GNGE036;107766.04,105114.03;232;3;7,89;1,8305;
F5;24O2-2;3FC0305950067;Zuschnitt    B   03GERT036;105974.04,107396.01;139;3;5,83;0,8104;
F5;36O2-2;3FC0305950068;Zuschnitt    B   03WSBL036;105974.04,107396.01;199;3;5,83;1,1602;
F5;B03-2;3FC0305950071;Zuschnitt        40GEBL585;108082.02,912314.01;290;3;58,73;17,0317;
F5;B02-2;3FC0305950072;Zuschnitt        40GNGE580;108082.02,912314.01;299;3;58,31;17,4347;
F5;B05-6;3FC0305950075;Zuschnitt        40GEBL690;108082.02,912314.01;160;3;67,66;10,8256;
F5;B07-5;3FC0305950076;Zuschnitt        40GNGE682;108082.02,912314.01;213;3;66,98;14,2667;
F5;KM069;3FC0306950001;Zuschnitt        03GEBL230;105981.01,907648.01;21;3;6,19;0,13;
F5;KM069;3FC0306950002;Zuschnitt        03GESW230;105981.01,907648.01;21;3;6,19;0,13;
F5;KM069;3FC0306950003;Zuschnitt        03BL00230;105981.01,907648.01;21;3;6,19;0,13;
F5;KM069;3FC0306950004;Zuschnitt        03GR00230;105981.01,907648.01;21;3;6,19;0,13;
F5;KM069;3FC0306950005;Zuschnitt        03VIGE230;105981.01,907648.01;21;3;6,19;0,13;
F5;KM069;3FC0306950006;Zuschnitt        03WSBL230;105981.01,907648.01;21;3;6,19;0,13;
F5;KM069;3FC0306950013;Zuschnitt        03GEBL250;105981.01,907648.01;4;3;6,36;0,0254;
F5;KM069;3FC0306950014;Zuschnitt        03GESW250;105981.01,907648.01;4;3;6,36;0,0254;
F5;KM069;3FC0306950015;Zuschnitt        03BL00250;105981.01,907648.01;4;3;6,36;0,0254;
F5;KM069;3FC0306950016;Zuschnitt        03GR00250;105981.01,907648.01;4;3;6,36;0,0254;
F5;KM069;3FC0306950017;Zuschnitt        03VIGE250;105981.01,907648.01;4;3;6,36;0,0254;
F5;KM069;3FC0306950018;Zuschnitt        03WSBL250;105981.01,907648.01;4;3;6,36;0,0254;
F5;03O3-2;3FC0307650003;Zuschnitt        25RTGR086;105118.01,907327.01;77;3;14,46;1,1134;
F5;17O2-2;3FC0307650005;Zuschnitt        25RTGR086;907327.01,105118.01;287;3;14,22;4,0811;
F5;02O5-1;3FC0307650012;Zuschnitt        25BR00049;17516.3,105118.01    RI_GE;240;3;11,42;2,7408;
F5;01O7-2;3FC0307650015;Zuschnitt        25RTGR067;907327.01,105118.01;277;3;11,92;3,3018;
F5;17O4-2;3FC0307650017;Zuschnitt        25BR00078;105118.01,15.00      RI_GE;74;3;11,6;0,8584;
F5;07O3-2;3FC0307950006;Zuschnitt        07GESW247;105114.03,105112.01  RI_GR;223;3;12,8;2,8544;
F5;05O7-2;3FC0307950008;Zuschnitt        05WSSW246;105112.03,105112.01;1042;3;9,14;9,5239;
F5;16O4-3;3FC0307950012;Zuschnitt        07RTGE327;105114.03,906844.01  RI_GR;546;3;15,8;8,6268;
F5;07O5-1;3FC0307950013;Zuschnitt        05WS00348;105112.03,105112.01;302;3;11,9;3,5938;
F5;07O6-1;3FC0307950015;Zuschnitt        10GE00349;105114.03,105112.01;182;3;20,69;3,7656;
F5;05O7-3;3FC0307950016;Zuschnitt        07WS00347;105112.03,105112.01  RI_GR;875;3;16,2;14,175;
F5;07O5-2;3FC0307950017;Zuschnitt        03SWGN347;105113.03,105111.01;174;3;9,74;1,6948;
F5;17O2-1;3FC0307950018;Zuschnitt   B    03GEGN668;105111.04,907647.01;118;3;18,27;2,1559;
F5;07O4-3;3FC0307950020;Zuschnitt        03SWBL247;105111.03,105111.01  RI_WS;300;3;8,07;2,421;
F5;07O6-2;3FC0307950022;Zuschnitt        03VIBL344;105111.03,907647.01;135;3;9,63;1,3001;
F5;07O5-3;3FC0307950023;Zuschnitt        03VIGN248;907647.01,105111.03;261;3;7,67;2,0019;
F5;07O7-2;3FC0307950030;Zuschnitt        03WSSW246;105111.03,105111.01;401;3;8,05;3,2281;
F5;KM079;3FC0307950031;Zuschnitt   B    03GEGN693;105111.04,907647.01;9;3;10,42;0,0938;
F5;06O4-1;3FC0307950033;Zuschnitt        05GESW247;105114.03,105112.01;917;3;9,66;8,8582;
F5;06O2-1;3FC0307950034;Zuschnitt        07GERT348;105114.03,105112.01;525;3;16,82;8,8305;
F5;06O4-3;3FC0307950037;Zuschnitt        05RTGE224;105114.03,906844.01;515;3;8,94;4,6041;
F5;06O5-1;3FC0307950038;Zuschnitt        05SWBL247;105114.03,105112.01  RI_WS;704;3;9,66;6,8006;
F5;06O3-1;3FC0307950042;Zuschnitt        07RTGE323;105114.03,906844.01  RI_GR;498;3;15,64;7,7887;
F5;09O3-1;3FC0307950051;Zuschnitt B      03GEGN625;105111.04,907647.01;167;3;18,09;3,021;
F5;08O3-2;3FC0307950055;Zuschnitt   B    03GEVI350;105111.03,907647.01;929;3;9,75;9,0578;
F5;08O1-3;3FC0307950056;Zuschnitt        03GEVI248;105111.03,907647.01;904;3;7,67;6,9337;
F5;16O2-3;3FC0307950064;Zuschnitt        05RTGE226;105114.03,906844.01;464;3;8,99;4,1714;
F5;KM_079;3FC0307950065;Zuschnitt        07GESW228;105114.03,105112.01  RI_GR;34;3;12,05;0,4097;
F5;18O6-3;3FC0307950066;Zuschnitt        05WSSW223;105112.03,105112.01;216;3;8,52;1,8403;
F5;KM_079;3FC0307950067;Zuschnitt        05WS00332;105112.03,105112.01;135;3;11,47;1,5485;
F5;KM_079;3FC0307950068;Zuschnitt        10GE00327;105114.03,105112.01;34;3;19,57;0,6654;
F5;21O4-1;3FC0307950069;Zuschnitt        07WS00332;105112.03,105112.01  RI_GR;132;3;15,61;2,0605;
F5;KM_079;3FC0307950070;Zuschnitt        03SWBL228;105111.03,105111.01;32;3;6,97;0,223;
F5;KM_079;3FC0307950071;Zuschnitt        05SWRT327;105112.03,105112.01;35;3;11,33;0,3966;
F5;11O1-3;3FC0307950073;Zuschnitt        03WSSW223;105111.03,105111.01;130;3;6,87;0,8931;
F5;18O2-3;3FC0307950074;Zuschnitt        05GESW228;105114.03,105112.01;292;3;9,14;2,6689;
F5;21O7-1;3FC0307950075;Zuschnitt        07GERT327;105114.03,105112.01;212;3;15,98;3,3878;
F5;17O6-3;3FC0307950076;Zuschnitt        05RTGE234;105114.03,906844.01;234;3;9,21;2,1551;
F5;18O3-3;3FC0307950077;Zuschnitt        05SWBL228;105114.03,105112.01;206;3;9,14;1,8828;
F5;21O3-1;3FC0307950078;Zuschnitt        07RTGE338;105114.03,906844.01  RI_GR;1172;3;16,23;19,0216;
F5;06S2-2;3FC0307950079;Zuschnitt        07SWRT327;105114.03,105112.01  RI_GR;185;3;15,98;2,9563;
F5;08O2-3;3FC0307950081;Zuschnitt        03VIGR249;105113.03,105111.01;274;3;7,74;2,1208;
F5;08O3-1;3FC0307950082;Zuschnitt    B   05SWRT348;105112.03,105112.01;459;3;11,9;5,4621;
F5;06O1-1;3FC0307950083;Zuschnitt        07SWRT348;105114.03,105112.01  RI_GR;909;3;16,82;15,2894;
F5;07O7-3;3FC0307950084;Zuschnitt        03VI00244;105113.03,105111.01  RI_GE;135;3;7,64;1,0314;
F5;08O4-2;3FC0307950085;Zuschnitt        03BLGN346;105113.03,105111.01;251;3;9,72;2,4397;
F5;06O5-3;3FC0307950086;Zuschnitt B      03GRVI182;105111.04,907647.01;418;3;9,05;3,7829;
F5;22O3-1;3FC0307950089;Zuschnitt   B    03GRVI665;105111.04,907647.01;565;3;18,2;10,283;
F5;;3FC0308150006;Zuschnitt        03GRGN182;105974.08,906843.01;100;3;8,32;0,832;
F5;;3FC0308150026;Zuschnitt        03BLGE188;105113.03,105974.08;8;3;6,51;0,0521;
F5;07O5-4;3FC0308250001;Zuschnitt       K03GR00053;105974.01,15.00;189;3;2,44;0,4612;
F5;07O3-4;3FC0308250002;Zuschnitt       K03GR00127;105111.03,15.00;117;3;4,59;0,537;
F5;01O6-4;3FC0308250003;Zuschnitt       K05BR00136;105112.03,15.00;910;3;5,08;4,6228;
F5;08O2-2;3FC0308250004;Zuschnitt       K03GR00588;105111.03,15.00;214;3;14;2,996;
F5;01O7-4;3FC0308250005;Zuschnitt       K03VIGN052;105974.01,15.00      RI_GE;830;3;2,42;2,0086;
F5;02O2-4;3FC0308250006;Zuschnitt       K03VIGN125;105111.03,15.00      RI_GE;569;3;4,55;2,589;
F5;02O6-1;3FC0308250008;Zuschnitt       K03VIGR590;105111.03,15.00;588;3;14,04;8,2555;
F5;07O4-1;3FC0308250010;Zuschnitt        03GRBL616;105111.03,105974.01  RI_GE;185;3;16,1;2,9785;
F5;01O3-1;3FC0308250012;Zuschnitt        03SWBL624;105111.03,105974.01  RI_GE;362;3;16,1;5,8282;
F5;02O7-1;3FC0308250013;Zuschnitt        03GRBL619;105111.03,105974.01;429;3;16;6,864;
F5;08O5-2;3FC0308250014;Zuschnitt        03SW00324;907647.01,105974.01;659;3;8,58;5,6542;
F5;02O1-4;3FC0308250015;Zuschnitt        03GNSW115;105111.03,105974.01;670;3;5,71;3,8257;
F5;02O3-4;3FC0308250016;Zuschnitt        03BLSW119;105111.03,105974.01;936;3;5,79;5,4194;
F5;07O2-4;3FC0308250017;Zuschnitt        03GRBL115;105111.03,105974.01;194;3;5,71;1,1077;
F5;05O3-4;3FC0308250020;Zuschnitt        03GRBL245;907647.01,105974.01;590;3;6,97;4,1123;
F5;05O6-1;3FC0308250021;Zuschnitt        03GN00326;907647.01,105974.01  RI_GE;996;3;8,62;8,5855;
F5;08O3-3;3FC0308250023;Zuschnitt       K03GR00297;907647.01,15.00;749;3;6,67;4,9958;
F5;05O6-2;3FC0308250026;Zuschnitt        03GR00327;907647.01,105974.01;738;3;8,64;6,3763;
F5;08O4-3;3FC0308250028;Zuschnitt        03WSGR241;907647.01,105974.01;282;3;6,89;1,943;
F5;01O5-3;3FC0308250029;Zuschnitt        03SWGR248;907647.01,105974.01;599;3;7,03;4,211;
F5;01O6-3;3FC0308250031;Zuschnitt        03GEGR247;907647.01,105974.01;531;3;7,01;3,7223;
F5;08O5-3;3FC0308250033;Zuschnitt       K03GR00217;907647.01,15.00;538;3;5,04;2,7115;
F5;08O7-3;3FC0308250035;Zuschnitt        03WSGR115;105111.03,105974.01;223;3;5,71;1,2733;
F5;09O1-4;3FC0308250036;Zuschnitt        03GN00119;105111.03,105974.01;223;3;5,79;1,2912;
F5;02O4-4;3FC0308250037;Zuschnitt       K03VIGR053;105974.01,15.00;970;3;2,44;2,3668;
F5;10O7-4;3FC0308250040;Zuschnitt        03BLSW171;105974.01,105111.03;697;3;6,23;4,3423;
F5;02O3-2;3FC0308250042;Zuschnitt        03GRSW323;907647.01,105974.01;724;3;8,56;6,1974;
F5;11O1-4;3FC0308250043;Zuschnitt       K05BR00144;105112.03,15.00;710;3;5,3;3,763;
F5;07O7-1;3FC0308250045;Zuschnitt        03GRSW624;105111.03,105974.01;311;3;16,1;5,0071;
F5;08O4-1;3FC0308250046;Zuschnitt        03GN00619;105111.03,105974.01  RI_GE;304;3;16;4,864;
F5;08O6-1;3FC0308250047;Zuschnitt        03SWGN624;105111.03,105974.01;201;3;16,1;3,2361;
F5;05O4-2;3FC0308250048;Zuschnitt        03SWGN248;907647.01,105974.01;324;3;7,03;2,2777;
F5;08O1-1;3FC0308250049;Zuschnitt        03SWBL619;105111.03,105974.01;262;3;16;4,192;
F5;07O4-4;3FC0308250051;Zuschnitt        03GRGE115;105111.03,105974.01;243;3;5,71;1,3875;
F5;08O5-1;3FC0308250053;Zuschnitt        03GRBR624;105111.03,105974.01;330;3;16,1;5,313;
F5;08O6-3;3FC0308250054;Zuschnitt        03SWBL248;907647.01,105974.01;510;3;7,03;3,5853;
F5;04O7-1;3FC0308250061;Zuschnitt       K03VIGN218;907647.01,15.00      RI_GE;734;3;5,06;3,714;
F5;05O4-4;3FC0308250062;Zuschnitt       K03VIGR299;907647.01,15.00;672;3;6,71;4,5091;
F5;11O4-2;3FC0308250073;Zuschnitt        03GR00666;105111.03,15.00;414;3;14,89;6,1645;
F5;11O2-2;3FC0308250079;Zuschnitt        03VIGR648;105111.03,15.00;202;3;14,52;2,933;
F5;11O2-4;3FC0308250085;Zuschnitt       K05BR00125;105112.03,15.00;489;3;4,78;2,3374;
F5;13O6-4;3FC0308250128;Zuschnitt        03VIGR228;907647.01,15.00;385;3;5,26;2,0251;
F5;12O7-4;3FC0308250129;Zuschnitt        03VIGN182;907647.01,15.00;395;3;4,32;1,7064;
F5;11O3-4;3FC0308250135;Zuschnitt        03GR00131;105111.03,15.00;350;3;3,97;1,3895;
F5;11O5-3;3FC0308250137;Zuschnitt        03GNSW171;105974.01,105111.03;374;3;6,23;2,33;
F5;19O7-2;3FC0308250146;Zuschnitt        03SWGN262;105974.01,907647.01;243;3;7,38;1,7933;
F5;18O1-3;3FC0308250152;Zuschnitt       K03GR00230;907647.01,15.00;800;3;5,3;4,24;
F5;19O6-2;3FC0308250153;Zuschnitt        03GRGE262;105974.01,907647.01;114;3;7,38;0,8413;
F5;21O3-3;3FC0308250158;Zuschnitt       K03GR00180;907647.01,15.00;773;3;4,28;3,3084;
F5;19O5-2;3FC0308250174;Zuschnitt        03GRSW262;105974.01,907647.01;430;3;7,38;3,1734;
F5;11O4-4;3FC0308250179;Zuschnitt        03VIGN145;105111.03,15.00;402;3;4,26;1,7125;
F5;11O5-2;3FC0308250181;Zuschnitt        03GRBL708;105974.01,105111.03;469;3;17,21;8,0715;
F5;08O6-2;3FC0308250186;Zuschnitt        03GN00326;907647.01,105974.01;402;3;8,62;3,4652;
F5;29O3-4;3FC0308250187;Zuschnitt        03SWGN262;105974.01,907647.01;885;3;7,38;6,5313;
F5;29O7-4;3FC0308250188;Zuschnitt        03GRSW262;105974.01,907647.01;609;3;7,38;4,4944;
F5;05O6-4;3FC0308250190;Zuschnitt        03GRGE323;907647.01,105974.01  RI_WS;275;3;4,58;1,2595;
F5;12O4-1;3FC0308250191;Zuschnitt        15GERT097;907327.01,105118.01;726;3;5,84;4,2398;
F5;14O3-3;3FC0308250192;Zuschnitt        03SWGN712;105974.01,105111.03;217;3;8,6;1,8662;
F5;15O4-4;3FC0308250193;Zuschnitt        03GRBL175;105974.01,105111.03;542;3;3,94;2,1355;
F5;17O5-1;3FC0308250194;Zuschnitt        03GN00266;105974.01,907647.01;773;3;4,14;3,2002;
F5;18O6-4;3FC0308250195;Zuschnitt        03SWGR215;105974.01,907647.01;747;3;3,7;2,7639;
F5;20O4-1;3FC0308250196;Zuschnitt        03WSGR211;105974.01,907647.01;100;3;3,66;0,366;
F5;26O6-1;3FC0308250197;Zuschnitt        03GEGR215;907647.01,105974.01;551;3;3,7;2,0387;
F5;32O6-3;3FC0308250198;Zuschnitt        03SWBL712;105974.01,105111.03;538;3;8,6;4,6268;
F5;32O7-1;3FC0308250199;Zuschnitt        03GNSW215;105974.01,907647.01;774;3;3,7;2,8638;
F5;31O3-2;3FC0308250200;Zuschnitt       K03GR00071;105974.01,15.00;323;3;1,84;0,5943;
F5;34O5-1;3FC0308250201;Zuschnitt        03GRGE262;105974.01,907647.01;602;3;4,1;2,4682;
F5;34O7-4;3FC0308250202;Zuschnitt        03WSGR211;105974.01,907647.01;900;3;3,66;3,294;
F5;39O4-2;3FC0308250203;Zuschnitt       K03VIGR088;105974.01,15.00;300;3;1,98;0,594;
F5;41O2-2;3FC0308250204;Zuschnitt       K03VIGN086;105974.01,15.00;200;3;1,97;0,394;
F5;11O6-2;3FC0308250205;Zuschnitt       K15BR00052;105115.01,15.00;841;3;2,34;1,9679;
F5;11O3-2;3FC0308250206;Zuschnitt       K15BR00056;105115.01,15.00;1083;3;2,43;2,6317;
F5;39O7-1;3FC0308250207;Zuschnitt        03SWBL611;105111.03,105974.01;100;3;0;0;
F5;40O3-2;3FC0308250208;Zuschnitt        03GRBL616;105111.03,105974.01  RI_GE;100;3;0;0;
F5;40O7-4;3FC0308250209;Zuschnitt        03SWBL616;105111.03,105974.01  RI_GE;100;3;0;0;
F5;41O1-1;3FC0308250210;Zuschnitt        03GRBL611;105111.03,105974.01;100;3;0;0;
F5;41O1-4;3FC0308250211;Zuschnitt        03GRSW616;105111.03,105974.01;100;3;0;0;
F5;41O2-1;3FC0308250212;Zuschnitt        03GN00611;105111.03,105974.01  RI_GE;100;3;0;0;
F5;41O5-1;3FC0308250213;Zuschnitt        03SWGN616;105111.03,105974.01;100;3;0;0;
F5;41O7-1;3FC0308250214;Zuschnitt        03GRBR616;105111.03,105974.01;100;3;0;0;
F5;02O2-2;3FC0308250759;Zuschnitt        03GRGE323;907647.01,105974.01;621;3;4,63;2,8752;
F5;B20-2;3FC0308550050;Zuschnitt        25RTWS295;108079.01,108078.02;156;3;22,03;3,4367;
F5;B03-4;3FC0308550055;Zuschnitt        25RTWS315;108078.02,108079.01;226;3;24,33;5,4986;
F5;B20-3;3FC0308550056;Zuschnitt        25RTWS317;108079.01,108078.02;275;3;24,45;6,7238;
F5;02O3-1;3FC0308750010;Zuschnitt        07BLGE516;105112.03,107397.01  RI_GR;101;3;23,36;2,3594;
F5;22O2-3;3FC0308750014;Zuschnitt        03GESW183;107396.01,105116.01;501;3;7,15;3,5822;
F5;22O6-3;3FC0308750015;Zuschnitt        03SWWS175;107396.01,105116.01;1058;3;6,98;7,3848;
F5;22O7-3;3FC0308750030;Zuschnitt B      03GNGE128;105111.04,107396.01;793;3;8,77;6,9546;
F5;23O2-4;3FC0308750031;Zuschnitt B      03WSGN128;105111.04,107396.01;370;3;8,77;3,2449;
F5;23O1-3;3FC0308750044;Zuschnitt        03BLGE166;107396.01,105116.01;251;3;6,8;1,7068;
F5;21O2-3;3FC0308750052;Zuschnitt        05GESW183;107397.01,105117.01;260;3;8,75;2,275;
F5;19O3-4;3FC0308750053;Zuschnitt   B    03VIGN107;107396.01,105111.04;1201;3;8,34;10,0163;
F5;23O2-3;3FC0308750054;Zuschnitt   B    03GRRT107;107396.01,105111.04;1573;3;8,34;13,1188;
F5;23O4-3;3FC0308750061;Zuschnitt B      03GE00107;107396.01,105111.04;485;3;8,28;4,0158;
F5;22O5-4;3FC0308750071;Zuschnitt        03RTGR167;107396.01,105116.01;464;3;6,82;3,1645;
F5;22O6-4;3FC0308750084;Zuschnitt B      03WSGN126;105111.04,107396.01;704;3;8,73;6,1459;
F5;22O6-1;3FC0308750087;Zuschnitt       K40RT00040;105119.01,15.00;1162;3;10,09;11,7246;
F5;22O7-4;3FC0308750089;Zuschnitt B      03GE00107;107396.01,105111.04;640;3;8,34;5,3376;
F5;28O6-3;3FC0308750092;Zuschnitt        05GN00223;105112.03,105114.03;272;3;9,33;2,5378;
F5;24O4-4;3FC0308750096;Zuschnitt        03BLGN170;108156.01,105981.01;335;3;6;2,01;
F5;26O3-3;3FC0308750097;Zuschnitt       K03SW00180;108156.01,15.00;214;3;4,47;0,9566;
F5;23O3-4;3FC0308750107;Zuschnitt B      03GNRT248;105111.04,105111.03;443;3;11,86;5,254;
F5;23O4-4;3FC0308750108;Zuschnitt B      03SWGR248;105111.04,105111.03;499;3;11,86;5,9181;
F5;22O6-2;3FC0308750111;Zuschnitt        03BLGN165;107396.01,105981.01;469;3;6,49;3,0438;
F5;23O6-2;3FC0308750113;Zuschnitt       K03SW00169;107396.01,15.00;1052;3;4,87;5,1232;
F5;23O1-1;3FC0308750114;Zuschnitt        03RTSW535;907647.01,107396.01;540;3;12,95;6,993;
F5;23O5-4;3FC0308750125;Zuschnitt        03GESW181;107396.01,105116.01;270;3;7,15;1,9305;
F5;23O3-3;3FC0308750126;Zuschnitt        03VIBL287;105974.08,107396.01;511;3;9,43;4,8187;
F5;23O5-1;3FC0308750127;Zuschnitt        03WSGE165;107396.01,907325.01;996;3;6,73;6,7031;
F5;23O5-3;3FC0308750133;Zuschnitt        03RTGR167;107396.01,105116.01;325;3;6,82;2,2165;
F5;25O6-4;3FC0308750134;Zuschnitt        05RTGR169;107397.01,105117.01;429;3;8,37;3,5907;
F5;25O7-4;3FC0308750135;Zuschnitt        05BLGE169;107397.01,105117.01;259;3;8,37;2,1678;
F5;05O6-3;3FC0308750136;Zuschnitt        03GEVI462;105111.03,907647.01;1029;3;12,04;12,3892;
F5;19O7-1;3FC0308750137;Zuschnitt B      03WSBL398;108156.01,105974.04;304;3;12,48;3,7939;
F5;20O1-1;3FC0308750138;Zuschnitt B      03WSVI398;108156.01,105974.04;788;3;12,48;9,8342;
F5;03O5-4;3FC0308750140;Zuschnitt        03VIRT260;105111.04,105974.04;185;3;13,6;2,516;
F5;03O5-3;3FC0308750141;Zuschnitt        03VIGR260;105111.04,105974.04;222;3;13,6;3,0192;
F5;27O7-3;3FC0308750155;Zuschnitt        03SWGN232;105111.03,105111.01;1017;3;9,45;9,6107;
F5;22O7-1;3FC0308750164;Zuschnitt        25GN00044;105118.01,907327.01;799;3;9,14;7,3029;
F5;22O7-2;3FC0308750176;Zuschnitt        10GNGE203;105112.04,907326.01;585;3;18,84;11,0214;
F5;23O5-2;3FC0308750177;Zuschnitt        10WSGN196;105112.04,906844.01;584;3;17,53;10,2375;
F5;23O2-1;3FC0308750197;Zuschnitt        03RTGR030;906843.01,105116.01;918;3;3,74;3,4333;
F5;30O1-3;3FC0308750201;Zuschnitt        10GERT204;906844.01,105112.03;274;3;12,74;3,4908;
F5;26O4-3;3FC0308750211;Zuschnitt        03SWWS179;108156.01,105116.01;326;3;6,44;2,0994;
F5;26O5-3;3FC0308750216;Zuschnitt        03WSGE177;108156.01,907325.01;261;3;6,34;1,6547;
F5;22O5-2;3FC0308750235;Zuschnitt        03GRRT262;105111.03,907647.01;1427;3;9,87;14,0845;
F5;23O2-2;3FC0308750236;Zuschnitt        03GRBR263;105111.03,907647.01;333;3;9,89;3,2934;
F5;24O1-4;3FC0308750237;Zuschnitt        15RTGR220;105115.03,907327.01;795;3;19,48;15,4866;
F5;29O6-3;3FC0308750239;Zuschnitt        10WSGN205;105114.03,906844.01;226;3;13,29;3,0035;
F5;29O7-3;3FC0308750240;Zuschnitt        10RTSW205;105114.03,907326.01;131;3;14,16;1,855;
F5;23O6-1;3FC0308750241;Zuschnitt        05GERT198;105112.03,906844.01;507;3;7,75;3,9293;
F5;23O7-4;3FC0308750242;Zuschnitt        15RTGR205;105115.03,907327.01;358;3;18,38;6,58;
F5;29O4-1;3FC0308750247;Zuschnitt        05BL00384;105114.03,105112.03;367;3;13,68;5,0206;
F5;23O4-1;3FC0308750250;Zuschnitt        10RTBR201;105112.03,906844.01;825;3;12,59;10,3868;
F5;23O6-4;3FC0308750251;Zuschnitt        10GERT202;105112.03,906844.01;270;3;12,64;3,4128;
F5;30O2-3;3FC0308750256;Zuschnitt        10SWGN205;105112.03,906844.01;305;3;12,74;3,8857;
F5;34O6-2;3FC0308750257;Zuschnitt       K10GERT208;906844.01,105112.03;155;3;5,78;0,8959;
F5;05O2-4;3FC0308750275;Zuschnitt        03WSGE199;108310.01,907647.01;1121;3;6,28;7,0399;
F5;14O2-1;3FC0308750297;Zuschnitt        07BLGE481;105112.03,107397.01;393;3;21,97;8,6342;
F5;13O5-3;3FC0308750298;Zuschnitt        03BRWS481;105111.03,107396.01;352;3;12,54;4,4141;
F5;14O1-3;3FC0308750301;Zuschnitt        03RTVI508;107396.01,105116.03;256;3;20,87;5,3427;
F5;15O1-4;3FC0308750304;Zuschnitt        03BRWS488;108156.01,105111.03;94;3;12,05;1,1327;
F5;VT_04;3FC0308750308;Zuschnitt        07BLGE482;105112.03,107397.01;21;3;22,01;0,4622;
