LSLANR;LSLORT;LSTENR;TEBEZ1;TEBEZ2;LSLGBE;TEPDIM;TEINPR;WERT;TEWKSF
F5;KM029;3FD0202973058;Zuschnitt       K03BR00184;15.00    ,907647.01;14;3;2,21;0,0309;
F5;KM_029;3FD0202973059;Zuschnitt       K03RTGE129;15.00    ,907647.02;44;3;3,26;0,1434;
F5;KM_029;3FD0202973060;Zuschnitt       K03BR00164;15.00    ,907647.01;44;3;2,03;0,0893;
F5;KM_029;3FD0202973061;Zuschnitt       K03GRBL087;15.00    ,907647.01;44;3;1,36;0,0598;
F5;KM029;3FD0202973084;Zuschnitt       K03GRBL087;15.00    ,907647.01;6;3;1,36;0,0082;
F5;KM029;3FD0202973131;Zuschnitt       K05RTGE071;105112.01,15.00;25;3;1,74;0,0435;
F5;KM029;3FD0202973138;Zuschnitt       K03RTGE322;15.00    ,907647.01;6;3;3,41;0,0205;
F5;KM029;3FD0202973167;Zuschnitt       K03GRBL200;15.00    ,907647.01;6;3;2,35;0,0141;
F5;;3FD0202973169;Zuschnitt       K03GRBL195;15.00    ,907647.01;6;3;2,3;0,0138;
F5;KM029;3FD0202973906;LTG 29006       K03RTGE129;15.00    ,907647.02;6;3;3,26;0,0196;
F5;12F3-2;3FD0202976000;LTG 29027        25BR00075;017516.03,105118.01;12;3;7,64;0,0917;
F5;14F4-3;3FD0202976002;LTG 29013        03GNSW307;907647.01,105113.01;33;3;4,42;0,1459;
F5;05F2-4;3FD0202976004;LTG 29015       K03GNSW091;907647.01,15.00;67;3;1,41;0,0945;
F5;07F7-3;3FD0202976005;LTG 29019        03WSBR247;907647.01,103357.01;20;3;3,63;0,0726;
F5;06F3-4;3FD0202976007;LTG 29021        03GNGE109;907647.01,103357.01;38;3;2,43;0,0923;
F5;06F6-4;3FD0202976018;LTG 29053        03BLRT113;907647.01,907647.01;9;3;2,21;0,0199;
F5;06F2-3;3FD0202976019;LTG 29054        03BLVI264;907647.01,907647.01;12;3;3,52;0,0422;
F5;;3FD0202976051;LTG 29143        03VIWS035;105974.01,907647.01;47;3;2,12;0,0996;
F5;18F2-3;3FD0202976052;LTG 29144       K03GNSW236;15.00    ,105113.01;15;3;3,18;0,0477;
F5;05F6-4;3FD0202976054;LTG 29014       K01GNSW103;107851.01,15.00;31;3;4,45;0,138;
F5;08F7-2;3FD0202976055;LTG 29131        03GNBL174;907648.01,907647.01;44;3;4,79;0,2108;
F5;13F7-3;3FD0202976056;LTG 29133        05BRSW172;907650.01,907649.01;15;3;4,95;0,0743;
F5;07F5-2;3FD0202976057;LTG 29134        01SWBL172;107851.01,107834.01;9;3;7,05;0,0635;
F5;08F2-2;3FD0202976058;LTG 29135        01GRWS172;107851.01,107834.01;16;3;7,2;0,1152;
F5;08F3-2;3FD0202976059;LTG 29136        01GRGE172;107851.01,107834.01;25;3;7,2;0,18;
F5;13F5-3;3FD0202976061;LTG 29138        05RTSW173;907650.01,907649.01;25;3;4,96;0,124;
F5;08F1-4;3FD0202976066;LTG 29141       K10BR00109;017506.05,15.00;9;3;4,57;0,0411;
F5;12F4-3;3FD0202976068;LTG 29129        03VIGR191;907647.01,907647.01;11;3;2,87;0,0316;
F5;12F5-3;3FD0202976069;LTG 29130        03VISW191;907647.01,907647.01;35;3;2,87;0,1005;
F5;12F2-3;3FD0202976070;1TG 29127        03VIGN193;907647.01,907647.01;35;3;2,89;0,1012;
F5;20F7-2;3FD0202976075;LTG 29046       K03BR00169;15.00    ,907647.01;74;3;2,08;0,1539;
F5;22F3-2;3FD0202976081;LTG 29062       K03BR00169;15.00    ,907647.01;8;3;2,08;0,0166;
F5;KM029;3FD0202976119;LTG 29043       K03GRBL130;15.00    ,907647.01;12;3;1,74;0,0209;
F5;KM029;3FD0202976120;LTG 29044       K03GRBL155;15.00    ,907647.01;39;3;1,95;0,0761;
F5;KM029;3FD0202976127;LTG 29059       K03GRBL130;15.00    ,907647.01;24;3;1,74;0,0418;
F5;KM029;3FD0202976128;LTG 29060       K03GRBL155;15.00    ,907647.01;8;3;1,95;0,0156;
F5;KM029;3FD0202976136;LTG 29007        40RTBL293;105119.01,105119.01;25;3;22,63;0,5658;
F5;KM029;3FD0202976137;LTG 29047       K03BR00159;15.00    ,907647.01;38;3;1,99;0,0756;
F5;KM029;3FD0202976138;LTG 29063       K03BR00159;907647.01,15.00;9;3;1,99;0,0179;
F5;KM029;3FD0202976139;LTG 29055        03BL00231;907647.01,907647.01;10;3;3,23;0,0323;
F5;KM029;3FD0202976140;LTG 29056        03BLGN204;907647.01,907647.01;10;3;3;0,03;
F5;KM029;3FD0202976141;LTG 29041       K03GRBL057;15.00    ,907647.01;6;3;1,1;0,0066;
F5;KM029;3FD0202976142;LTG 29042       K03GRBL030;15.00    ,907647.01;31;3;0,87;0,027;
F5;KM029;3FD0202976143;LTG 29045       K03BR00109;15.00    ,907647.01;31;3;1,56;0,0484;
F5;KM029;3FD0202976144;LTG 29048       K03BR00136;15.00    ,907647.01;31;3;1,79;0,0555;
F5;KM029;3FD0202976145;LTG 29058       K03GRBL030;15.00    ,907647.01;25;3;0,87;0,0218;
F5;KM029;3FD0202976146;LTG 29061       K03BR00109;15.00    ,907647.01;26;3;1,56;0,0406;
F5;KM029;3FD0202976147;LTG 29064       K03BR00136;15.00    ,907647.01;26;3;1,79;0,0465;
F5;KM029;3FD0202976150;LTG 29057       K03GRBL057;15.00    ,907647.01;13;3;1,1;0,0143;
F5;KM0290;3FD0202978001;Zuschnitt        40RTBL083;105119.01,105119.01;11;3;8,88;0,0977;
F5;KM029;3FD0202978002;Zuschnitt        03GNSW080;907647.01,105113.01;7;3;2,44;0,0171;
F5;KM0290;3FD0202978003;Zuschnitt       K01GNSW038;107851.01,15.00;46;3;3,29;0,1513;
F5;KM0290;3FD0202978004;Zuschnitt       K03GNSW157;15.00    ,907647.01;22;3;1,97;0,0433;
F5;KM0290;3FD0202978005;1uschnitt        03WSBR207;907647.01,103357.01;5;3;3,27;0,0164;
F5;KM0290;3FD0202978007;Zuschnitt        03GNGE059;907647.01,103357.01;5;3;1,99;0,01;
F5;KM0290;3FD0202978009;Zuschnitt        25BR00282;105118.01,017516.3;7;3;15,32;0,1072;
F5;KM029;3FD0202978010;Zuschnitt       K03GRBL061;15.00    ,907647.01;7;3;1,1;0,0077;
F5;KM029;3FD0202978011;Zuschnitt       K03GRBL034;15.00    ,907647.01;7;3;1,02;0,0071;
F5;KM029;3FD0202978012;Zuschnitt       K03GRBL135;15.00    ,907647.01;7;3;1,84;0,0129;
F5;KM029;3FD0202978013;Zuschnitt       K03GRBL154;15.00    ,907647.01;8;3;2,01;0,0161;
F5;KM029;3FD0202978014;Zuschnitt       K03BR00050;15.00    ,907647.01;7;3;1,04;0,0073;
F5;KM029;3FD0202978015;Zuschnitt       K03BR00142;15.00    ,907647.01;44;3;1,82;0,0801;
F5;KM029;3FD0202978016;Zuschnitt       K03BR00218;15.00    ,907647.01;8;3;2,5;0,02;
F5;KM0290;3FD0202978020;Zuschnitt       K03GRBL135;15.00    ,907647.01;21;3;1,84;0,0386;
F5;KM0290;3FD0202978021;Zuschnitt       K03BR00142;907647.01,15.00;22;3;1,82;0,04;
F5;KM0290;3FD0202978023;Zuschnitt        03BLRT074;907647.01,907647.01;22;3;1,86;0,0409;
F5;KM0290;3FD0202978025;Zuschnitt       K03GRBL061;15.00    ,907647.01;18;3;1,1;0,0198;
F5;KM0290;3FD0202978028;Zuschnitt        03BLGN158;907647.01,907647.01;22;3;2,62;0,0576;
F5;KM0290;3FD0202978030;Zuschnitt       K03GRBL034;15.00    ,907647.01;23;3;1,02;0,0235;
F5;KM0290;3FD0202978031;Zuschnitt       K03BR00050;907647.01,15.00;22;3;1,04;0,0229;
F5;KM0290;3FD0202978035;Zuschnitt       K03GRBL154;15.00    ,907647.01;22;3;2,01;0,0442;
F5;KM0290;3FD0202978036;Zuschnitt       K03BR00218;907647.01,15.00;20;3;2,5;0,05;
F5;KM0290;3FD0202978038;Zuschnitt        03BLVI219;907647.01,907647.01;22;3;3,12;0,0686;
F5;KM0290;3FD0202978039;Zuschnitt        03VIGN242;907647.01,907647.01;5;3;3,32;0,0166;
F5;KM0290;3FD0202978041;Zuschnitt        03VIGR240;907647.01,907647.01;5;3;3,3;0,0165;
F5;KM0290;3FD0202978042;Zuschnitt        03VISW240;907647.01,907647.01;29;3;3,3;0,0957;
F5;KM0290;3FD0202978043;Zuschnitt        03GNBL163;907648.01,907647.01;26;3;4,7;0,1222;
F5;KM0290;3FD0202978044;Zuschnitt        05BRSW164;907650.01,907649.01;29;3;4,84;0,1404;
F5;KM0290;3FD0202978045;Zuschnitt        01SWBL164;107851.01,107834.01;5;3;6,92;0,0346;
F5;KM0290;3FD0202978046;Zuschnitt        01GRWS164;107851.01,107834.01;5;3;7,06;0,0353;
F5;KM0290;3FD0202978047;Zuschnitt        01GRGE164;107851.01,107834.01;5;3;7,06;0,0353;
F5;KM0290;3FD0202978049;Zuschnitt        05RTSW165;907650.01,907649.01;28;3;4,85;0,1358;
F5;KM0290;3FD0202978050;Zuschnitt       K10BR00111;017506.5 ,15.00;28;3;4,54;0,1271;
F5;KM0290;3FD0202978051;Zuschnitt        03VIWS039;105974.01,907647.01;28;3;2,17;0,0608;
F5;KM0290;3FD0202978052;Zuschnitt       K03GNSW198;15.00    ,105113.01;22;3;2,85;0,0627;
F5;KM029;3FD0202978054;Zuschnitt       K03BR00077;907647.01,15.00;7;3;1,28;0,009;
F5;KM029;3FD0202978055;Zuschnitt        03BL00131;907647.01,907647.01;7;3;2,36;0,0165;
F5;KM_029;3FD0202978056;Zuschnitt       K03BR00077;15.00    ,907647.01;44;3;1,28;0,0563;
F5;KM030;3FD0203070028;LTG 30032        05GEVI419;105117.02,107397.01;23;3;12,72;0,2926;
F5;KM_030;3FD0203070032;LTG 30041        05GEVI438;105117.02,107397.01;23;3;12,79;0,2942;
F5;KM_030;3FD0203070107;Ltg 30066        03GEVI431;107396.01 , 105116.02;20;3;0;0;
F5;KM030;3FD0203070143;LTG 30076        03GEVI437;105116.02,107396.01;31;3;11,55;0,3581;
F5;KM030;3FD0203070145;LTG 30069        03GERT430;105116.02,107396.01;6;3;11,46;0,0688;
F5;KM030;3FD0203070150;ltg 30009        03GEVI449;108156.01 , 105116.02;22;3;11,28;0,2482;
F5;KM030;3FD0203070152;Ltg 30010        03GEVI455;108156.01 , 105116.02;5;3;11,36;0,0568;
F5;KM030;3FD0203070154;Ltg 30067        05GEVI429;105117.02 , 107397.01;30;3;12,65;0,3795;
F5;KM030;3FD0203070155;Ltg 30059        03GEVI432;108156.01 , 105116.02;21;3;11;0,231;
F5;KM030;3FD0203070158;Ltg 30061        03GEVI432;107396.01 , 105116.02;25;3;11,49;0,2873;
F5;KM030;3FD0203070161;Ltg 30017=16     03RTBL364;906843.01 , 105116.02;29;3;9,99;0,2897;
F5;KM030;3FD0203070166;Ltg 30025        03GERT432;108156.01 , 105116.02;21;3;11;0,231;
F5;KM030;3FD0203070168;LTG 30041        05GEVI431;105117.02,107397.01;45;3;12,65;0,5693;
F5;KM030;3FD0203070169;Ltg 30033        05GEVI409;105117.02 , 107397.01;28;3;12,25;0,343;
F5;KM030;3FD0203070170;Ltg 30031        05GEVI407;105117.02 , 107397.01;5;3;12,19;0,061;
F5;KM030;3FD0203070171;Ltg 30032        05GEVI423;105117.02 , 107397.01;6;3;12,52;0,0751;
F5;KM030;3FD0203070172;Ltg 30034        05GEVI428;105117.02 , 107397.01;24;3;12,64;0,3034;
F5;KM_030;3FD0203070173;ltg 30210        03GEVI453;108156.01 , 105116.02;5;3;11,32;0,0566;
F5;KM_030;3FD0203070179;ltg 30259        03GEVI440;108156.01 , 105116.02;5;3;11,12;0,0556;
F5;KM030;3FD0203073015;Zuschnitt        03RTBL359;906843.01,105116.02;50;3;9,9;0,495;
F5;KM030;3FD0203073022;Zuschnitt        03GERT441;108156.01,105116.02;11;3;11,13;0,1224;
F5;KM030;3FD0203073028;Zuschnitt        05GEVI416;105117.02,107397.01;18;3;12,36;0,2225;
F5;KM030;3FD0203073047;Zuschnitt        03GEVI441;107396.01,105116.02;50;3;11,62;0,581;
F5;KM030;3FD0203073048;Zuschnitt        03GEVI442;107396.01,105116.02;49;3;11,6;0,5684;
F5;KM0300;3FD0203073050;Zuschnitt        03GEVI441;108156.01,105116.02;7;3;11,13;0,0779;
F5;;3FD0203073054;Zuschnitt        03GERT440;105116.02,107396.01;21;3;0;0;
F5;;3FD0203073068;Zuschnitt        03GEVI458;108156.01,105116.02;22;3;0;0;
F5;;3FD0203073109;Zuschnitt        03GEVI446;105116.02,107396.01;21;3;0;0;
F5;;3FD0203073123;Zuschnitt        05GEVI439;105117.02,107397.01;21;3;0;0;
F5;KM030;3FD0203073176;Zuschnitt        05GEVI419;105117.02,107397.01;15;3;12,42;0,1863;
F5;KM030;3FD0203073198;420chnitt        05GEVI433;105117.02,107397.01;15;3;12,69;0,1904;
F5;KM030;3FD0203073917;Zuschnitt        03RTBL360;906843.01,105116.02;7;3;9,91;0,0694;
F5;KM034;3FD0203470000;LTG 34000        03BLGR390;105111.03,107396.01;50;3;10,99;0,5495;
F5;11F4-1;3FD0203470037;LTG 34002        05GNGR356;105114.03,107397.01;16;3;6,68;0,1069;
F5;02F1-4;3FD0203470040;LTG 34011        03GNBR062;107396.01,105111.03;25;3;3,5;0,0875;
F5;02F3-4;3FD0203470041;LTG 34012        03SWVI062;107396.01,105111.03;20;3;3,5;0,07;
F5;11F3-4;3FD0203470069;LTG 34045        07SWGN061;107397.01,105112.03;18;3;3,42;0,0616;
F5;82O2-3;3FD0203470087;LTG 34064        03BRBL170;107396.01,105981.01;25;3;4,26;0,1065;
F5;10F4-2;3FD0203470093;LTG 34070        03BLGN169;107396.01,105981.01;23;3;4,26;0,098;
F5;02F4-1;3FD0203470094;LTG 34071        03RTVI585;107396.01,105116.03;47;3;15,46;0,7266;
F5;11F1-1;3FD0203470099;LTG 34076       K03SWVI361;15.00    ,107396.01;24;3;4,42;0,1061;
F5;02F7-1;3FD0203470101;LTG 34078        03RTSW562;107396.01,907647.01;21;3;6,82;0,1432;
F5;25F4-4;3FD0203470109;LTG 34086        03SWWS157;107396.01,105116.01;23;3;5,29;0,1217;
F5;22F4-2;3FD0203470145;LTG 34149        03SWGN257;105111.03,105111.01;37;3;6,51;0,2409;
F5;20F5-1;3FD0203470146;LTG 34150        03GRRT260;105111.03,907647.01;74;3;5,96;0,441;
F5;21F4-2;3FD0203470147;LTG 34151        03GRBR260;105111.03,907647.01;74;3;5,96;0,441;
F5;KM034;3FD0203470184;LTG 34191        03BLGN382;107396.01,105974.08;22;3;9,2;0,2024;
F5;KM034;3FD0203470185;LTG 34192        03BLVI383;107396.01,105974.08;22;3;9,5;0,209;
F5;KM034;3FD0203470189;LTG 34196        03BR00331;107396.01,105974.08;22;3;6,16;0,1355;
F5;KM034;3FD0203470190;LTG 34197        03GE00330;107396.01,105974.08;22;3;6,15;0,1353;
F5;KM034;3FD0203470191;LTG 34198        03BL00331;107396.01,105974.08;22;3;6,16;0,1355;
F5;KM034;3FD0203470201;LTG 34211        10BL00340;105114.03,105112.03;19;3;8,53;0,1621;
F5;KM034;3FD0203470202;LTG 34212        03VIBR405;107396.01,105111.04;22;3;11,53;0,2537;
F5;KM034;3FD0203470203;LTG 34213        03VIWS405;107396.01,105111.04;22;3;11,53;0,2537;
F5;KM034;3FD0203470204;LTG 34214        07VIGR403;107397.01,105112.04;22;3;15,1;0,3322;
F5;10F3-3;3FD0203470206;LTG 34216        03SWWS181;107396.01,105116.01;99;3;5,5;0,5445;
F5;05F5-3;3FD0203470213;LTG 34223        03BLGN192;107396.01,105981.01;74;3;4,46;0,33;
F5;22F3-1;3FD0203470216;LTG 34226       K03SWVI385;15.00    ,107396.01;76;3;4,63;0,3519;
F5;07F4-1;3FD0203470217;LTG 34227        03RTSW586;107396.01,907647.01;74;3;7,03;0,5202;
F5;KM034;3FD0203470218;LTG 34231        07GRSW053;107397.01,105112.03;22;3;3,28;0,0722;
F5;01F7-2;3FD0203470229;LTG 34243=87442  25RTGE008;105118.01,105118.01;7;3;4,17;0,0292;
F5;KM034;3FD0203470237;LTG 34261        03BRGR107;107396.01,105974.04;22;3;5,74;0,1263;
F5;25F1-1;3FD0203470242;LTG 34268        03RTGN383;107396.01,105111.04;22;3;8,41;0,185;
F5;09F3-1;3FD0203470244;LTG 34270        03BRGE382;107396.01,105111.04;22;3;8,4;0,1848;
F5;22F5-1;3FD0203470245;384 34271        07BRBL379;107397.01,105112.04;52;3;10,75;0,559;
F5;22F6-1;3FD0203470246;LTG 34272        07RTBL378;107397.01,105112.04;21;3;10,73;0,2253;
F5;02F6-4;3FD0203470258;LTG 34288        03SWGN075;906843.01,105981.01;10;3;3,03;0,0303;
F5;03F2-4;3FD0203470266;LTG 34296        03VIBL076;105111.03,107396.01;23;3;3,18;0,0731;
F5;KM034;3FD0203470273;LTG 34303       K03VIWS569;15.00    ,105116.02;22;3;8,24;0,1813;
F5;17F7-1;3FD0203470278;LTG 34308        07VIRT453;107397.01,105112.04;12;3;20,79;0,2495;
F5;09F3-4;3FD0203470283;LTG 34313        03BR00331;105974.08,107396.01;79;3;6,16;0,4866;
F5;29F7-1;3FD0203470284;LTG 34314        03GE00332;105974.08,107396.01;79;3;6,17;0,4874;
F5;09F1-4;3FD0203470285;LTG 34315        03BL00331;105974.08,107396.01;79;3;6,17;0,4874;
F5;01F7-4;3FD0203470299;LTG 34329        07BRVI103;107397.01,105112.04;78;3;7,83;0,6107;
F5;15F4-4;3FD0203470314;LTG 34356        03WSBL053;105111.03,107396.01;77;3;3,33;0,2564;
F5;15F5-4;3FD0203470316;LTG 34358        03SWGN053;105111.03,107396.01;76;3;3,33;0,2531;
F5;KM034;3FD0203470328;LTG 34372        05BLWS636;105975.08,107397.01;15;3;15,6;0,234;
F5;KM034;3FD0203470329;LTG 34373       K05BR00162;105975.08,15.00;40;3;5,63;0,2252;
F5;07F1-1;3FD0203470330;LTG 34374        03RTVI602;906843.08,107396.01;79;3;11,32;0,8943;
F5;10F7-3;3FD0203470381;Ltg 34320        03WS00178;107396.01,105974.04;46;3;7,65;0,3519;
F5;15F2-3;3FD0203470390;Ltg 34404        03GNBL171;105111.04 , 107396.01;101;3;6,55;0,6616;
F5;15F3-3;3FD0203470392;Ltg 34406        07BRBL169;105112.04 , 107397.01;87;3;7,64;0,6647;
F5;15F7-3;3FD0203470393;Ltg 34407        07RTBL169;105112.04 , 107397.01;76;3;7,64;0,5806;
F5;11F4-4;3FD0203470425;Ltg 34044        07WSVI061;107397.01 , 105112.03;24;3;3,41;0,0818;
F5;24F1-4;3FD0203470427;Ltg 34009        03VIWS309;105111.03 , 105981.01;37;3;5,37;0,1987;
F5;27F3-1;3FD0203470428;Ltg 34010       K03RTGE345;105111.03 , 15.00;28;3;4,18;0,117;
F5;11F4-3;3FD0203470432;Ltg 34024        03WSGE177;907647.01 , 906843.02;49;3;3,4;0,1666;
F5;26F7-3;3FD0203470433;Ltg 34025       K03BRBL212;906843.02 , 15.00;61;3;3,1;0,1891;
F5;KM034;3FD0203470437;LTG 34029        05WS00178;105112.03,906844.01;21;3;4,05;0,0851;
F5;82O2-1;3FD0203470441;Ltg 34066        03SWWS170;107396.01 , 105981.01;25;3;4,26;0,1065;
F5;06F4-3;3FD0203470442;Ltg 34075        03WSGE260;107396.01 , 907325.01;22;3;5,47;0,1203;
F5;13F1-3;3FD0203470443;Ltg 34077       K03SW00189;107396.01 , 15.00;22;3;2,92;0,0642;
F5;07F1-3;3FD0203470444;Ltg 34083        03RTGR256;107396.01 , 105116.01;22;3;5,41;0,119;
F5;07F2-3;3FD0203470445;Ltg 34084        03BLGE256;107396.01 , 105116.01;21;3;5,41;0,1136;
F5;KM034;3FD0203470451;LTG 34107        03SWVI176;105111.03,906843.01;22;3;3,6;0,0792;
F5;KM034;3FD0203470480;LTG 34182        03VISW282;107396.01,906843.02;20;3;4,99;0,0998;
F5;KM034;3FD0203470481;LTG 34183        03VIBL279;107396.01,906843.02;22;3;4,96;0,1091;
F5;KM034;3FD0203470483;LTG 34188        05WSVI360;105114.03,105112.03;23;3;6,39;0,147;
F5;KM034;3FD0203470490;LTG 34215        07VIRT403;107397.01,105112.04;22;3;15,1;0,3322;
F5;KM034;3FD0203470491;LTG 34217        03GNVI046;107396.01,105111.03;20;3;2,88;0,0576;
F5;27F5-3;3FD0203470493;Ltg 34219        03RTGR280;107396.01 , 105116.01;84;3;5,62;0,4721;
F5;24F2-2;3FD0203470494;Ltg 34220        03BLGE280;107396.01 , 105116.01;95;3;5,62;0,5339;
F5;26F6-3;3FD0203470495;Ltg 34224       K03SW00213;107396.01 , 15.00;53;3;3,13;0,1659;
F5;27F5-2;3FD0203470496;Ltg 34225        03WSGE283;107396.01 , 907325.01;70;3;5,67;0,3969;
F5;KM034;3FD0203470497;LTG 34233        03RTVI585;105111.03,906843.08;49;3;11,09;0,5434;
F5;09F2-1;3FD0203470507;Ltg 34269        03GNBL382;107396.01 , 105111.04;21;3;8,4;0,1764;
F5;05F6-3;3FD0203470510;Ltg 34280        03GRGN268;105974.04 , 906843.01;22;3;6,72;0,1478;
F5;13F6-3;3FD0203470513;Ltg 34287        03BR00174;107396.01 , 105981.01;22;3;4,3;0,0946;
F5;18F1-1;3FD0203470522;Ltg 34307        07VIGR452;107397.01 , 105112.04;77;3;16,33;1,2574;
F5;17F6-1;3FD0203470523;Ltg 34311        03VIBR454;107396.01 , 105111.04;85;3;12,33;1,0481;
F5;02F6-3;3FD0203470524;Ltg 34319        03GEGR193;107396.01 , 105111.04;36;3;8,21;0,2956;
F5;15F2-2;3FD0203470526;Ltg 34330        10GNGE212;907326.01 , 105112.04;55;3;11,87;0,6529;
F5;16F2-3;3FD0203470527;Ltg 34334        03GNGR166;107396.01 , 105974.08;85;3;4,83;0,4106;
F5;13F2-3;3FD0203470530;Ltg 34355        05GNGR176;105112.03 , 906844.01;37;3;5,48;0,2028;
F5;09F5-2;3FD0203470531;Ltg 34362        03GRGE043;105111.03 , 107396.01;36;3;3,17;0,1141;
F5;10F7-2;3FD0203470532;Ltg 34363        03BLGE046;105111.03 , 107396.01;36;3;3,22;0,1159;
F5;03F5-4;3FD0203470535;Ltg 34369        03BLVI083;105111.04 , 105111.04;3;3;8,9;0,0267;
F5;10F5-3;3FD0203470538;Ltg 34375        05RT00177;906844.01 , 105114.03;37;3;5,77;0,2135;
F5;27F4-2;3FD0203470542;Ltg 34379        03VISW283;906843.02 , 107396.01;59;3;4,99;0,2944;
F5;27F4-3;3FD0203470543;Ltg 34380        03VIBL280;906843.02 , 107396.01;82;3;4,96;0,4067;
F5;10F4-3;3FD0203470547;Ltg 34401        03BR00179;105981.01 , 105111.03;54;3;4,26;0,23;
F5;82O1-4;3FD0203470565;LTG 34065        03GEBL170;107396.01,105981.01;25;3;4,26;0,1065;
F5;82O2-2;3FD0203470566;LTG 34067        03BRRT170;107396.01,105981.01;25;3;4,26;0,1065;
F5;83O4-2;3FD0203470567;LTG 34156        03SW00195;107396.01,105981.01;1;3;4,48;0,0045;
F5;83O4-3;3FD0203470568;LTG 34157        03GNVI195;107396.01,105981.01;1;3;4,48;0,0045;
F5;83O5-1;3FD0203470569;LTG 34154        03SWWS198;107396.01,105981.01;25;3;4,48;0,112;
F5;18F2-1;3FD0203470588;Ltg 34244        03BLGR449;105516.01 , 107396.01;70;3;18,66;1,3062;
F5;KM034;3FD0203470609;LTG 34205        07BRVI205;107397.01,105112.04;22;3;10,47;0,2303;
F5;KM034;3FD0203470610;LTG 34206        07RTBL207;105112.04,907326.01;22;3;10,85;0,2387;
F5;KM034;3FD0203470612;LTG 87583        03GNVI190;105111.03,107396.01;13;3;4,13;0,0537;
F5;08F2-3;3FD0203470613;LTG 34284        10BLBR189;107398.01,105112.03;72;3;5,74;0,4133;
F5;KM034;3FD0203470615;LTG 34286        03GEGR208;105111.04,107396.01;22;3;6,88;0,1514;
F5;26F2-2;3FD0203470616;LTG 34366        03GRRT226;105111.03,906843.01;47;3;5,68;0,267;
F5;KM034;3FD0203470649;LTG 34168       K25SWGE261;105115.03,906845.02;20;3;12,27;0,2454;
F5;19F2-1;3FD0203470650;LTG 34171       K25SWBL261;105115.03,906845.02;42;3;12,27;0,5153;
F5;19F4-1;3FD0203470651;LTG 34174       K25SWGN261;105115.03,906845.02;43;3;12,27;0,5276;
F5;19F5-1;3FD0203470652;LTG 34177       K25SWRT261;105115.03,906845.02;44;3;12,27;0,5399;
F5;16F5-1;3FD0203470678;Ltg 34246        03BLGR474;107396.01 , 105111.05;44;3;14,82;0,6521;
F5;16F6-2;3FD0203470680;LTG 34361        07WS00051;105112.03,107397.01;58;3;3,76;0,2181;
F5;KM_034;3FD0203470689;LTG 34437=87837  05BR00105;017506.5 ,103196.01;24;3;8,07;0,1937;
F5;;3FD0203470741;LTG 34085        07RTBL131;105112.03,907326.01;10;3;0;0;
F5;;3FD0203470742;LTG 34091        05BL00311;105114.03,105112.03;11;3;0;0;
F5;;3FD0203470743;LTG 34092        03GN00311;105111.03,105113.03;11;3;0;0;
F5;;3FD0203470744;LTG 34119        07GRRT072;107397.01,105114.03;9;3;0;0;
F5;;3FD0203470745;LTG 34267        03BLGE127;906843.01,105113.03;11;3;0;0;
F5;;3FD0203470750;Ltg 34297        03WSGE265;105111.03 , 105974.04;11;3;0;0;
F5;;3FD0203470751;Ltg 34298        03GRGN265;105111.03 , 105974.04;11;3;0;0;
F5;;3FD0203470752;LTG 34299        05WS00129;105112.03,906844.01;11;3;0;0;
F5;;3FD0203470753;Ltg 34300        03SWVI127;105111.03 , 906843.01;11;3;0;0;
F5;;3FD0203470754;Ltg 34301        10RTWS129;105112.03 , 906844.01;11;3;0;0;
F5;;3FD0203470755;Ltg 34302        10RT00136;906844.01 , 105112.03;11;3;0;0;
F5;;3FD0203470756;Ltg 34368        03WSBR088;105111.04 , 105111.04;11;3;0;0;
F5;;3FD0203470757;Ltg 34368        03BLVI088;105111.04 , 105111.04;5;3;0;0;
F5;KM034;3FD0203473001;Zuschnitt        03BLGR400;105111.03,107396.01;24;3;11,03;0,2647;
F5;KM0340;3FD0203473003;Zuschnitt        05GNGR365;105114.03,107397.01;5;3;6,77;0,0339;
F5;KM034;3FD0203473005;Zuschnitt        03VIWS265;105111.03,105981.01;28;3;5;0,14;
F5;KM034;3FD0203473008;Zuschnitt        03VIWS360;105111.03,105981.01;15;3;5,83;0,0875;
F5;KM034;3FD0203473009;Zuschnitt       K03RTGE340;105111.03,15.00;6;3;4,15;0,0249;
F5;KM034;3FD0203473010;Zuschnitt        03GNBR064;107396.01,105111.03;29;3;3,5;0,1015;
F5;KM034;3FD0203473011;Zuschnitt        03SWVI064;107396.01,105111.03;7;3;3,5;0,0245;
F5;KM034;3FD0203473036;Zuschnitt        07WSVI062;107397.01,105112.03;6;3;3,41;0,0205;
F5;KM034;3FD0203473037;Zuschnitt        07SWGN063;107397.01,105112.03;6;3;3,42;0,0205;
F5;KM034;3FD0203473049;Zuschnitt        03BLGN222;107396.01,105981.01;5;3;4,71;0,0236;
F5;KM034;3FD0203473050;Zuschnitt        03RTVI588;107396.01,105116.03;6;3;15,48;0,0929;
F5;KM034;3FD0203473056;Zuschnitt       K03SW00163;15.00    ,107396.01;6;3;2,69;0,0161;
F5;KM034;3FD0203473064;Zuschnitt        07RTBL117;105112.03,907326.01;6;3;4,82;0,0289;
F5;KM034;3FD0203473065;Zuschnitt        03SWWS190;107396.01,105116.01;6;3;5,57;0,0334;
F5;KM034;3FD0203473069;Zuschnitt        05BL00314;105114.03,105112.03;5;3;6,2;0,031;
